COD. PRODUCTO,AÑO,MES,MES NUMERO,DESCRIPCION,CATEGORIA,UNIDADES VENDIDAS,VALOR,INVENTARIO FINAL
122096,2024,Abril,4,DOBLE O CARTA 2.1   25 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,6,285000,71
122097,2024,Abril,4,DOBLE O CARTA 2.1   28 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,2,110000,364
122098,2024,Abril,4,DOBLE O CARTA 2.1   28 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,1,55000,347
122099,2024,Abril,4,DOBLE O CARTA 2.1   32 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,2,126000,443
122100,2024,Abril,4,DOBLE O CARTA 2.1   32 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,1,63000,83
122101,2024,Abril,4,DOBLE O CARTA 3.1    8 MM   CAJA X 100 BLANCO,ANILLO DOBLE O,0,0,638
122102,2024,Abril,4,DOBLE O CARTA 3.1    8 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,1,23000,440
122103,2024,Abril,4,DOBLE O CARTA 3.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,9,225000,509
122104,2024,Abril,4,DOBLE O CARTA 3.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0,185
122105,2024,Abril,4,DOBLE O CARTA 3.1   11 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,1,30000,410
122106,2024,Abril,4,DOBLE O CARTA 3.1   11 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,1,30000,202
122108,2024,Abril,4,DOBLE O CARTA 3.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,4,148000,699
122107,2024,Abril,4,DOBLE O CARTA 3.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,7,259000,351
122109,2024,Abril,4,DOBLE O CARTA 3.1   12 MM  CAJA X 100 PLATA,ANILLO DOBLE O,0,0,160
122110,2024,Abril,4,DOBLE O CARTA 3.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0,359
122111,2024,Abril,4,DOBLE O CARTA 3.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0,281
112031,2024,Abril,4,FOIL S1 (101) 640 MM X 120 MT 12 MIC DORADO,LAMINACION,0,0,120
112032,2024,Abril,4,FOIL S1 (120) 640 MM X 120 MT 12 MIC PLATA,LAMINACION,0,0,120
112033,2024,Abril,4,FOIL S2 (101) 640 MM X 120 MT 12 MIC DORADO,LAMINACION,0,0,50
112034,2024,Abril,4,FOIL S2 (120) 640 MM X 120 MT 12 MIC PLATA,LAMINACION,0,0,50
112036,2024,Abril,4,FOIL S4 (S15) 640 MM X 120 MT 12 MIC PLATA HOLOGRAFICO,LAMINACION,0,0,80
112035,2024,Abril,4,FOIL S4 (SA18) 640 MM X 120 MT 12 MIC DORADO HOLOGRAFICO,LAMINACION,0,0,80
111001,2024,Abril,4,ROLLO 113 MM X 60 MTS 175 MICRAS,LAMINACION,96,2784000,501
111002,2024,Abril,4,ROLLO 113 MM X 60 MTS 250 MICRAS,LAMINACION,38,1482000,172
111003,2024,Abril,4,ROLLO 226 MM X 60 MTS 125 MICRAS,LAMINACION,229,8005200,0
111004,2024,Abril,4,ROLLO 226 MM X 60 MTS 175 MICRAS,LAMINACION,0,0,0
111005,2024,Abril,4,ROLLO 226 MM X 60 MTS 250 MICRAS,LAMINACION,0,0,133
111007,2024,Abril,4,ROLLO 300 MM X 60 MTS 125 MICRAS,LAMINACION,69,3864000,0
111008,2024,Abril,4,ROLLO 300 MM X 60 MTS 250 MICRAS,LAMINACION,2,210000,62
111018,2024,Abril,4,ROLLO 350 MM X 60 MTS 250 MICRAS,LAMINACION,16,1920000,234
111010,2024,Abril,4,ROLLO 375 MM X 60 MTS 125 MICRAS,LAMINACION,138,9384000,0
111013,2024,Abril,4,ROLLO 375 MM X 75 MTS 75 MICRAS MATTE,PLASTIFICACION,0,0,120
111019,2024,Abril,4,ROLLO 540 MM X 60 MTS 125 MICRAS,PLASTIFICACION,0,0,0
111020,2024,Abril,4,ROLLO 540 MM X 60 MTS 175 MICRAS,PLASTIFICACION,16,2240000,0
111016,2024,Abril,4,ROLLO 680 MM X 60 MTS 125 MICRAS BRILLANTE,PLASTIFICACION,0,0,1
112001,2024,Abril,4,ROLLO BOPP BRILLANTE 250 MM X 4000 MT 18 MIC,PLASTIFICACION,8,2125550,90
112002,2024,Abril,4,ROLLO BOPP BRILLANTE 300 MM X 4000 MT 18 MIC,PLASTIFICACION,13,4115540,120
112003,2024,Abril,4,ROLLO BOPP BRILLANTE 330 MM X 200 MT 23 MIC,PLASTIFICACION,43,2418000,607
112006,2024,Abril,4,ROLLO BOPP BRILLANTE 345 MM X 4000 MT 18 MIC,PLASTIFICACION,28,10104020,75
112026,2024,Abril,4,ROLLO BOPP BRILLANTE 400 MM X 4000 MT 18 MIC,PLASTIFICACION,7,3029900,54
112007,2024,Abril,4,ROLLO BOPP BRILLANTE 445 MM X 4000 MT 18 MIC,PLASTIFICACION,16,7791165,36
112008,2024,Abril,4,ROLLO BOPP BRILLANTE 495 MM X 4000 MT 18 MIC,PLASTIFICACION,62,32133975,69
112028,2024,Abril,4,ROLLO BOPP BRILLANTE 595 MM X 4000 MT 18 MIC,PLASTIFICACION,2,966140,19
112009,2024,Abril,4,ROLLO BOPP BRILLANTE 695 MM X 4000 MT 18 MIC,PLASTIFICACION,12,6999104,40
112024,2024,Abril,4,ROLLO BOPP MATE 200 MM X 4000 MT 18 MIC,PLASTIFICACION,7,1293140,42
112010,2024,Abril,4,ROLLO BOPP MATE 250 MM X 4000 MT 18 MIC,PLASTIFICACION,19,4809115,27
112011,2024,Abril,4,ROLLO BOPP MATE 300 MM X 4000 MT 18 MIC,PLASTIFICACION,27,8131535,71
112012,2024,Abril,4,ROLLO BOPP MATE 330 MM X 200 MT 23 MIC,PLASTIFICACION,44,2469000,567
112021,2024,Abril,4,ROLLO BOPP MATE 330 MM X 4000 MT 18 MIC,PLASTIFICACION,2,617760,1
112013,2024,Abril,4,ROLLO BOPP MATE 330 MM X 500 MT 22 MIC,PLASTIFICACION,1,150000,178
112015,2024,Abril,4,ROLLO BOPP MATE 345 MM X 4000 MT 18 MIC,PLASTIFICACION,33,12167480,18
112025,2024,Abril,4,ROLLO BOPP MATE 400 MM X 4000 MT 18 MIC,PLASTIFICACION,12,4826750,28
112016,2024,Abril,4,ROLLO BOPP MATE 445 MM X 4000 MT 18 MIC,PLASTIFICACION,2,867870,0
112017,2024,Abril,4,ROLLO BOPP MATE 495 MM X 4000 MT 18 MIC,PLASTIFICACION,75,39033570,158
112018,2024,Abril,4,ROLLO BOPP MATE 595 MM X 4000 MT 18 MIC,ANILLO DOBLE O,5,2316040,14
112019,2024,Abril,4,ROLLO BOPP MATE 695 MM X 4000 MT 18 MIC,ANILLO DOBLE O,27,14417550,17
112020,2024,Abril,4,ROLLO HOLOGRAFICO 495 MM X 1500 MT 24 MIC,ANILLO DOBLE O,2,933300,214
112022,2024,Abril,4,ROLLO METALIZADO DORADO 495 MM X 1000 MT 22 MIC,ANILLO DOBLE O,0,0,100
112023,2024,Abril,4,ROLLO METALIZADO PLATA 495 MM X 1000 MT 22 MIC,ANILLO DOBLE O,0,0,120
112027,2024,Abril,4,ROLLO PIEL DURAZNO 495 MM X 200 MT 28 MIC,ANILLO DOBLE O,2,338067,97
112005,2024,Abril,4,ROLLO SUPERBONDING BRILLANTE 330 MM X 500 MT 30 MIC,ANILLO DOBLE O,0,0,59
122041,2024,Abril,4,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 BLANCO,ANILLO DOBLE O,6,2338200,74
122042,2024,Abril,4,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 NEGRO,ANILLO DOBLE O,10,4026900,73
122043,2024,Abril,4,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 PLATA,ANILLO DOBLE O,0,0,59
122044,2024,Abril,4,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 BLANCO,ANILLO DOBLE O,1,406000,6
122045,2024,Abril,4,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 NEGRO,ANILLO DOBLE O,0,0,64
122046,2024,Abril,4,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 PLATA,ANILLO DOBLE O,0,0,26
122047,2024,Abril,4,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BLANCO,ANILLO DOBLE O,18,7100000,112
122048,2024,Abril,4,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BRONCE,ANILLO DOBLE O,1,460000,53
122049,2024,Abril,4,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 NEGRO,ANILLO DOBLE O,4,1600000,190
122050,2024,Abril,4,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 PLATA,ANILLO DOBLE O,4,1637600,20
122051,2024,Abril,4,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BLANCO,ANILLO DOBLE O,24,10192500,23
122052,2024,Abril,4,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BRONCE,ANILLO DOBLE O,0,0,35
122053,2024,Abril,4,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 NEGRO,ANILLO DOBLE O,2,810000,79
122054,2024,Abril,4,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 PLATA,ANILLO DOBLE O,0,0,41
122055,2024,Abril,4,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BLANCO,ANILLO DOBLE O,27,11179500,38
122056,2024,Abril,4,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BRONCE,ANILLO DOBLE O,0,0,3
122057,2024,Abril,4,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 NEGRO,ANILLO DOBLE O,0,0,42
122058,2024,Abril,4,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 PLATA,ANILLO DOBLE O,0,0,29
122059,2024,Abril,4,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 BLANCO,ANILLO DOBLE O,0,0,77
122077,2024,Abril,4,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 BRONCE,ANILLO DOBLE O,0,0,0
122060,2024,Abril,4,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 NEGRO,ANILLO DOBLE O,0,0,54
122061,2024,Abril,4,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 PLATA,ANILLO DOBLE O,0,0,12
122062,2024,Abril,4,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 BLANCO,ANILLO DOBLE O,1,422000,61
122063,2024,Abril,4,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 NEGRO,ANILLO DOBLE O,0,0,43
122064,2024,Abril,4,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 PLATA,ANILLO DOBLE O,0,0,31
122065,2024,Abril,4,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 BLANCO,ANILLO DOBLE O,0,0,54
122066,2024,Abril,4,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 NEGRO,ANILLO DOBLE O,0,0,58
131008,2024,Abril,4,VARILLA MEDIA LUNA  10 CM X 100 BLANCO,ANILLO DOBLE O,0,0,2163
131007,2024,Abril,4,VARILLA MEDIA LUNA  10 CM X 100 NEGRO,ANILLO DOBLE O,0,0,1053
131010,2024,Abril,4,VARILLA MEDIA LUNA  15 CM X 100 BLANCO,ANILLO DOBLE O,0,0,885
131009,2024,Abril,4,VARILLA MEDIA LUNA  15 CM X 100 NEGRO,ANILLO DOBLE O,0,0,513
131033,2024,Abril,4,VARILLA MEDIA LUNA  20 CM X 100 BLANCO,ANILLO DOBLE O,0,0,15
131034,2024,Abril,4,VARILLA MEDIA LUNA  20 CM X 100 NEGRO,ANILLO DOBLE O,0,0,352
131018,2024,Abril,4,YOYO ORIGINAL CAJA X 50 AZUL,VARIOS,46,2691500,1201
131019,2024,Abril,4,YOYO ORIGINAL CAJA X 50 BLANCO,VARIOS,7,456750,2072
131020,2024,Abril,4,YOYO ORIGINAL CAJA X 50 NEGRO,VARIOS,40,2300000,966
131021,2024,Abril,4,YOYO ORIGINAL CAJA X 50 ROJO,VARIOS,2,130500,105
131022,2024,Abril,4,YOYO ORIGINAL CAJA X 50 VERDE,VARIOS,0,0,235
131012,2024,Mayo,5,ACETATOS CARTA PAQ X 50,VARIOS,100,1000000,735
113001,2024,Mayo,5,BOLSILLO CARNET 60 X 90 MM 175 MIC CAJA X 100,LAMINACION,0,0,0
113005,2024,Mayo,5,BOLSILLO CARTA 225MM X 288MM 125 MIC CAJA X 100,LAMINACION,1130,38056500,10668
113006,2024,Mayo,5,BOLSILLO CARTA 225MM X 288MM 175 MIC CAJA X 100,LAMINACION,17,867000,808
113007,2024,Mayo,5,BOLSILLO CARTA 225MM X 288MM 250 MIC CAJA X 50,LAMINACION,73,2829000,1857
113002,2024,Mayo,5,BOLSILLO CEDULA 70 X 100 MM 175 MIC CAJA X 100,LAMINACION,268,1664000,11446
113008,2024,Mayo,5,BOLSILLO OFICIO 225MM X 337MM 125 MIC CAJA X 100,LAMINACION,247,10390335,2388
113003,2024,Mayo,5,BOLSILLO TARJETA PROPIEDAD 80 X 110 MM 175 MIC CAJA X 100,LAMINACION,216,1587900,6732
121009,2024,Mayo,5,CARATULA CARTA GRAIN PAQ X 50 AZUL,CARATULA,0,0,3153
121010,2024,Mayo,5,CARATULA CARTA GRAIN PAQ X 50 NEGRO,CARATULA,2,25000,2275
121034,2024,Mayo,5,CARATULA CARTA STRIPE PAQ X 50 AMARILLO,CARATULA,44,528000,1677
121017,2024,Mayo,5,CARATULA CARTA STRIPE PAQ X 50 AZUL T-1,CARATULA,70,840000,2346
121018,2024,Mayo,5,CARATULA CARTA STRIPE PAQ X 50 AZUL T-2,CARATULA,37,445000,726
121019,2024,Mayo,5,CARATULA CARTA STRIPE PAQ X 50 HUMO,CARATULA,65,784000,2484
121020,2024,Mayo,5,CARATULA CARTA STRIPE PAQ X 50 LILA,CARATULA,30,345000,1722
121021,2024,Mayo,5,CARATULA CARTA STRIPE PAQ X 50 NARANJA,CARATULA,41,478000,2326
121022,2024,Mayo,5,CARATULA CARTA STRIPE PAQ X 50 ROJO,CARATULA,114,1356000,2209
121023,2024,Mayo,5,CARATULA CARTA STRIPE PAQ X 50 TRANSPARENTE,CARATULA,613,7298000,9016
121024,2024,Mayo,5,CARATULA CARTA STRIPE PAQ X 50 VERDE T-1,CARATULA,7,86000,868
121025,2024,Mayo,5,CARATULA CARTA STRIPE PAQ X 50 VERDE T-2,CARATULA,46,553000,4010
121032,2024,Mayo,5,CARATULA LEGAL STRIPE PAQ X 50 TRANSPARENTE,CARATULA,8,532000,846
121030,2024,Mayo,5,CARATULA OFICIO STRIPE PAQ X 50 TRANSPARENTE,CARATULA,380,4668000,1150
121031,2024,Mayo,5,CARATULA OFICIO STRIPE PAQ X 50 VERDE T-2,CARATULA,0,0,0
122009,2024,Mayo,5,CARRETE  2.1   16 MM X 10500 LOOPS BLANCO,ANILLO DOBLE O,1,270000,34
122010,2024,Mayo,5,CARRETE  2.1   16 MM X 10500 LOOPS NEGRO,ANILLO DOBLE O,2,560000,29
122011,2024,Mayo,5,CARRETE  2.1   16 MM X 10500 LOOPS PLATA,ANILLO DOBLE O,0,0,12
122013,2024,Mayo,5,CARRETE  2.1   19 MM X 7000 LOOPS BLANCO,ANILLO DOBLE O,1,260000,16
122016,2024,Mayo,5,CARRETE  2.1   19 MM X 7000 LOOPS BRONCE,ANILLO DOBLE O,0,0,25
122014,2024,Mayo,5,CARRETE  2.1   19 MM X 7000 LOOPS NEGRO,ANILLO DOBLE O,1,260000,23
122015,2024,Mayo,5,CARRETE  2.1   19 MM X 7000 LOOPS PLATA,ANILLO DOBLE O,1,312000,21
122017,2024,Mayo,5,CARRETE  3.1    8 MM X 60000 LOOPS BLANCO,ANILLO DOBLE O,0,0,91
122018,2024,Mayo,5,CARRETE  3.1    8 MM X 60000 LOOPS NEGRO,ANILLO DOBLE O,0,0,69
122019,2024,Mayo,5,CARRETE  3.1    8 MM X 60000 LOOPS PLATA,ANILLO DOBLE O,0,0,10
122020,2024,Mayo,5,CARRETE  3.1    9 MM X 43000 LOOPS BLANCO,ANILLO DOBLE O,2,710000,108
122021,2024,Mayo,5,CARRETE  3.1    9 MM X 43000 LOOPS BRONCE,ANILLO DOBLE O,0,0,34
122022,2024,Mayo,5,CARRETE  3.1    9 MM X 43000 LOOPS NEGRO,ANILLO DOBLE O,7,2236500,91
122023,2024,Mayo,5,CARRETE  3.1    9 MM X 43000 LOOPS PLATA,ANILLO DOBLE O,0,0,34
122024,2024,Mayo,5,CARRETE  3.1   11 MM X 32000 LOOPS BLANCO,ANILLO DOBLE O,0,0,15
122025,2024,Mayo,5,CARRETE  3.1   11 MM X 32000 LOOPS NEGRO,ANILLO DOBLE O,1,330300,19
122026,2024,Mayo,5,CARRETE  3.1   12 MM X 24000 LOOPS BLANCO,ANILLO DOBLE O,1,305000,17
122027,2024,Mayo,5,CARRETE  3.1   12 MM X 24000 LOOPS NEGRO,ANILLO DOBLE O,5,1464000,19
122028,2024,Mayo,5,CARRETE  3.1   12 MM X 24000 LOOPS PLATA,ANILLO DOBLE O,0,0,24
122029,2024,Mayo,5,CARRETE  3.1   14 MM X 19300 LOOPS BLANCO,ANILLO DOBLE O,1,321000,20
122030,2024,Mayo,5,CARRETE  3.1   14 MM X 19300 LOOPS NEGRO,ANILLO DOBLE O,0,0,14
122031,2024,Mayo,5,CARRETE  3.1   14 MM X 19300 LOOPS PLATA,ANILLO DOBLE O,0,0,6
122081,2024,Mayo,5,DOBLE O CARTA 2.1    8 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,3,69000,441
122082,2024,Mayo,5,DOBLE O CARTA 2.1    8 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,40,920000,167
122083,2024,Mayo,5,DOBLE O CARTA 2.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0,480
122084,2024,Mayo,5,DOBLE O CARTA 2.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0,311
122085,2024,Mayo,5,DOBLE O CARTA 2.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,6,204000,217
122086,2024,Mayo,5,DOBLE O CARTA 2.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,6,187000,260
122087,2024,Mayo,5,DOBLE O CARTA 2.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0,350
122088,2024,Mayo,5,DOBLE O CARTA 2.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,20,731000,168
122089,2024,Mayo,5,DOBLE O CARTA 2.1   16 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,5,130000,581
122090,2024,Mayo,5,DOBLE O CARTA 2.1   16 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,21,468000,166
122091,2024,Mayo,5,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,9,315000,242
122112,2024,Mayo,5,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BRONCE,ANILLO DOBLE O,6,210000,163
122092,2024,Mayo,5,DOBLE O CARTA 2.1   19 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,14,490000,4
122093,2024,Mayo,5,DOBLE O CARTA 2.1   22 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,23,989000,186
122094,2024,Mayo,5,DOBLE O CARTA 2.1   22 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,2,86000,374
122095,2024,Mayo,5,DOBLE O CARTA 2.1   25 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,1,50000,284
122096,2024,Mayo,5,DOBLE O CARTA 2.1   25 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,3,150000,68
122097,2024,Mayo,5,DOBLE O CARTA 2.1   28 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,0,0,364
122098,2024,Mayo,5,DOBLE O CARTA 2.1   28 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,1,55000,346
122099,2024,Mayo,5,DOBLE O CARTA 2.1   32 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,0,0,443
122100,2024,Mayo,5,DOBLE O CARTA 2.1   32 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,1,63000,82
122101,2024,Mayo,5,DOBLE O CARTA 3.1    8 MM   CAJA X 100 BLANCO,ANILLO DOBLE O,1,23000,637
122102,2024,Mayo,5,DOBLE O CARTA 3.1    8 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,2,46000,438
122103,2024,Mayo,5,DOBLE O CARTA 3.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,1,25000,508
122104,2024,Mayo,5,DOBLE O CARTA 3.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,2,50000,183
122105,2024,Mayo,5,DOBLE O CARTA 3.1   11 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,1,30000,409
122106,2024,Mayo,5,DOBLE O CARTA 3.1   11 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,22,570000,180
122108,2024,Mayo,5,DOBLE O CARTA 3.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0,699
122107,2024,Mayo,5,DOBLE O CARTA 3.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0,351
122109,2024,Mayo,5,DOBLE O CARTA 3.1   12 MM  CAJA X 100 PLATA,ANILLO DOBLE O,2,74000,158
122110,2024,Mayo,5,DOBLE O CARTA 3.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0,359
122111,2024,Mayo,5,DOBLE O CARTA 3.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,27,1010500,254
112031,2024,Mayo,5,FOIL S1 (101) 640 MM X 120 MT 12 MIC DORADO,LAMINACION,6,342000,114
112032,2024,Mayo,5,FOIL S1 (120) 640 MM X 120 MT 12 MIC PLATA,LAMINACION,2,114000,117
112033,2024,Mayo,5,FOIL S2 (101) 640 MM X 120 MT 12 MIC DORADO,LAMINACION,13,787500,36
112034,2024,Mayo,5,FOIL S2 (120) 640 MM X 120 MT 12 MIC PLATA,LAMINACION,1,63000,49
112036,2024,Mayo,5,FOIL S4 (S15) 640 MM X 120 MT 12 MIC PLATA HOLOGRAFICO,LAMINACION,1,80000,79
112035,2024,Mayo,5,FOIL S4 (SA18) 640 MM X 120 MT 12 MIC DORADO HOLOGRAFICO,LAMINACION,20,1512620,59
111001,2024,Mayo,5,ROLLO 113 MM X 60 MTS 175 MICRAS,LAMINACION,55,1587750,446
111002,2024,Mayo,5,ROLLO 113 MM X 60 MTS 250 MICRAS,LAMINACION,0,0,172
111003,2024,Mayo,5,ROLLO 226 MM X 60 MTS 125 MICRAS,LAMINACION,142,5684400,1358
111004,2024,Mayo,5,ROLLO 226 MM X 60 MTS 175 MICRAS,LAMINACION,0,0,0
111005,2024,Mayo,5,ROLLO 226 MM X 60 MTS 250 MICRAS,LAMINACION,0,0,133
111007,2024,Mayo,5,ROLLO 300 MM X 60 MTS 125 MICRAS,LAMINACION,0,0,0
111008,2024,Mayo,5,ROLLO 300 MM X 60 MTS 250 MICRAS,LAMINACION,7,735000,55
111018,2024,Mayo,5,ROLLO 350 MM X 60 MTS 250 MICRAS,LAMINACION,0,0,234
111010,2024,Mayo,5,ROLLO 375 MM X 60 MTS 125 MICRAS,LAMINACION,0,0,0
111013,2024,Mayo,5,ROLLO 375 MM X 75 MTS 75 MICRAS MATTE,PLASTIFICACION,0,0,120
111019,2024,Mayo,5,ROLLO 540 MM X 60 MTS 125 MICRAS,PLASTIFICACION,0,0,0
111020,2024,Mayo,5,ROLLO 540 MM X 60 MTS 175 MICRAS,PLASTIFICACION,0,0,0
111016,2024,Mayo,5,ROLLO 680 MM X 60 MTS 125 MICRAS BRILLANTE,PLASTIFICACION,120,18440000,81
112001,2024,Mayo,5,ROLLO BOPP BRILLANTE 250 MM X 4000 MT 18 MIC,PLASTIFICACION,9,2290140,121
112002,2024,Mayo,5,ROLLO BOPP BRILLANTE 300 MM X 4000 MT 18 MIC,PLASTIFICACION,8,2468090,156
112003,2024,Mayo,5,ROLLO BOPP BRILLANTE 330 MM X 200 MT 23 MIC,PLASTIFICACION,17,964000,590
112006,2024,Mayo,5,ROLLO BOPP BRILLANTE 345 MM X 4000 MT 18 MIC,PLASTIFICACION,23,8067810,149
112026,2024,Mayo,5,ROLLO BOPP BRILLANTE 400 MM X 4000 MT 18 MIC,PLASTIFICACION,7,3014650,47
112007,2024,Mayo,5,ROLLO BOPP BRILLANTE 445 MM X 4000 MT 18 MIC,PLASTIFICACION,15,6845770,61
112008,2024,Mayo,5,ROLLO BOPP BRILLANTE 495 MM X 4000 MT 18 MIC,PLASTIFICACION,35,17885410,134
112028,2024,Mayo,5,ROLLO BOPP BRILLANTE 595 MM X 4000 MT 18 MIC,PLASTIFICACION,3,1339800,52
112009,2024,Mayo,5,ROLLO BOPP BRILLANTE 695 MM X 4000 MT 18 MIC,PLASTIFICACION,10,5301440,49
112024,2024,Mayo,5,ROLLO BOPP MATE 200 MM X 4000 MT 18 MIC,PLASTIFICACION,9,1618900,33
112010,2024,Mayo,5,ROLLO BOPP MATE 250 MM X 4000 MT 18 MIC,PLASTIFICACION,17,4120655,70
112011,2024,Mayo,5,ROLLO BOPP MATE 300 MM X 4000 MT 18 MIC,PLASTIFICACION,28,7686127,104
112012,2024,Mayo,5,ROLLO BOPP MATE 330 MM X 200 MT 23 MIC,PLASTIFICACION,18,1015000,549
112021,2024,Mayo,5,ROLLO BOPP MATE 330 MM X 4000 MT 18 MIC,PLASTIFICACION,1,295515,0
112013,2024,Mayo,5,ROLLO BOPP MATE 330 MM X 500 MT 22 MIC,PLASTIFICACION,0,0,178
112015,2024,Mayo,5,ROLLO BOPP MATE 345 MM X 4000 MT 18 MIC,PLASTIFICACION,17,5946193,111
112025,2024,Mayo,5,ROLLO BOPP MATE 400 MM X 4000 MT 18 MIC,PLASTIFICACION,12,4701730,16
112016,2024,Mayo,5,ROLLO BOPP MATE 445 MM X 4000 MT 18 MIC,PLASTIFICACION,1,451050,81
112017,2024,Mayo,5,ROLLO BOPP MATE 495 MM X 4000 MT 18 MIC,PLASTIFICACION,48,24661735,310
112018,2024,Mayo,5,ROLLO BOPP MATE 595 MM X 4000 MT 18 MIC,ANILLO DOBLE O,12,5442410,38
112019,2024,Mayo,5,ROLLO BOPP MATE 695 MM X 4000 MT 18 MIC,ANILLO DOBLE O,15,7980005,40
112020,2024,Mayo,5,ROLLO HOLOGRAFICO 495 MM X 1500 MT 24 MIC,ANILLO DOBLE O,2,915965,212
112022,2024,Mayo,5,ROLLO METALIZADO DORADO 495 MM X 1000 MT 22 MIC,ANILLO DOBLE O,1,481400,99
112023,2024,Mayo,5,ROLLO METALIZADO PLATA 495 MM X 1000 MT 22 MIC,ANILLO DOBLE O,2,608400,118
112027,2024,Mayo,5,ROLLO PIEL DURAZNO 495 MM X 200 MT 28 MIC,ANILLO DOBLE O,6,982328,91
112005,2024,Mayo,5,ROLLO SUPERBONDING BRILLANTE 330 MM X 500 MT 30 MIC,ANILLO DOBLE O,2,403362,57
122041,2024,Mayo,5,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 BLANCO,ANILLO DOBLE O,17,7097000,57
122042,2024,Mayo,5,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 NEGRO,ANILLO DOBLE O,5,2165000,68
122043,2024,Mayo,5,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 PLATA,ANILLO DOBLE O,0,0,59
