COD. PRODUCTO,AÑO,MES,MES NUMERO,DESCRIPCION,CATEGORIA,UNIDADES VENDIDAS, VALOR ,INVENTARIO FINAL,
122103,2025,Mayo,5,DOBLE O CARTA 3.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,1,25000, 423 ,
122104,2025,Mayo,5,DOBLE O CARTA 3.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,2,50000, -   ,
122105,2025,Mayo,5,DOBLE O CARTA 3.1   11 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,1,30000, 358 ,
122106,2025,Mayo,5,DOBLE O CARTA 3.1   11 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,22,570000, 21 ,
122108,2025,Mayo,5,DOBLE O CARTA 3.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 666 ,
122107,2025,Mayo,5,DOBLE O CARTA 3.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 216 ,
122109,2025,Mayo,5,DOBLE O CARTA 3.1   12 MM  CAJA X 100 PLATA,ANILLO DOBLE O,2,74000, 154 ,
122110,2025,Mayo,5,DOBLE O CARTA 3.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 325 ,
122111,2025,Mayo,5,DOBLE O CARTA 3.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,27,1010500, 73 ,
112031,2025,Mayo,5,FOIL S1 (101) 640 MM X 120 MT 12 MIC DORADO,LAMINACION,6,342000, -   ,
112032,2025,Mayo,5,FOIL S1 (120) 640 MM X 120 MT 12 MIC PLATA,LAMINACION,2,114000, 89 ,
112033,2025,Mayo,5,FOIL S2 (101) 640 MM X 120 MT 12 MIC DORADO,LAMINACION,13,787500, 926 ,
112034,2025,Mayo,5,FOIL S2 (120) 640 MM X 120 MT 12 MIC PLATA,LAMINACION,1,63000, 390 ,
112036,2025,Mayo,5,FOIL S4 (S15) 640 MM X 120 MT 12 MIC PLATA HOLOGRAFICO,LAMINACION,1,80000, 163 ,
112035,2025,Mayo,5,FOIL S4 (SA18) 640 MM X 120 MT 12 MIC DORADO HOLOGRAFICO,LAMINACION,20,1512620, 96 ,
111001,2025,Mayo,5,ROLLO 113 MM X 60 MTS 175 MICRAS,LAMINACION,55,1587750, 98 ,
111002,2025,Mayo,5,ROLLO 113 MM X 60 MTS 250 MICRAS,LAMINACION,0,0, 106 ,
111003,2025,Mayo,5,ROLLO 226 MM X 60 MTS 125 MICRAS,LAMINACION,142,5684400," 1,098 ",
111004,2025,Mayo,5,ROLLO 226 MM X 60 MTS 175 MICRAS,LAMINACION,0,0, 75 ,
111005,2025,Mayo,5,ROLLO 226 MM X 60 MTS 250 MICRAS,LAMINACION,0,0, 49 ,
111007,2025,Mayo,5,ROLLO 300 MM X 60 MTS 125 MICRAS,LAMINACION,0,0, 123 ,
111008,2025,Mayo,5,ROLLO 300 MM X 60 MTS 250 MICRAS,LAMINACION,7,735000, -   ,
111018,2025,Mayo,5,ROLLO 350 MM X 60 MTS 250 MICRAS,LAMINACION,0,0, 403 ,
111010,2025,Mayo,5,ROLLO 375 MM X 60 MTS 125 MICRAS,LAMINACION,0,0, 251 ,
111013,2025,Mayo,5,ROLLO 375 MM X 75 MTS 75 MICRAS MATTE,PLASTIFICACION,0,0, 159 ,
111015,2025,Mayo,5,ROLLO 450 MM X 75 MTS 75 MICRAS MATTE,PLASTIFICACION,0,0, 299 ,
111019,2025,Mayo,5,ROLLO 540 MM X 60 MTS 125 MICRAS,PLASTIFICACION,0,0, 114 ,
111020,2025,Mayo,5,ROLLO 540 MM X 60 MTS 175 MICRAS,PLASTIFICACION,0,0, 252 ,
111016,2025,Mayo,5,ROLLO 680 MM X 60 MTS 125 MICRAS BRILLANTE,PLASTIFICACION,120,18440000, 252 ,
112001,2025,Mayo,5,ROLLO BOPP BRILLANTE 250 MM X 4000 MT 18 MIC,PLASTIFICACION,9,2290140, 225 ,
112002,2025,Mayo,5,ROLLO BOPP BRILLANTE 300 MM X 4000 MT 18 MIC,PLASTIFICACION,8,2468090, 27 ,
112003,2025,Mayo,5,ROLLO BOPP BRILLANTE 330 MM X 200 MT 23 MIC,PLASTIFICACION,17,964000, 80 ,
112006,2025,Mayo,5,ROLLO BOPP BRILLANTE 345 MM X 4000 MT 18 MIC,PLASTIFICACION,23,8067810, 300 ,
112026,2025,Mayo,5,ROLLO BOPP BRILLANTE 400 MM X 4000 MT 18 MIC,PLASTIFICACION,7,3014650, 153 ,
112007,2025,Mayo,5,ROLLO BOPP BRILLANTE 445 MM X 4000 MT 18 MIC,PLASTIFICACION,15,6845770, 72 ,
112008,2025,Mayo,5,ROLLO BOPP BRILLANTE 495 MM X 4000 MT 18 MIC,PLASTIFICACION,35,17885410, 24 ,
112028,2025,Mayo,5,ROLLO BOPP BRILLANTE 595 MM X 4000 MT 18 MIC,PLASTIFICACION,3,1339800, 64 ,
112009,2025,Mayo,5,ROLLO BOPP BRILLANTE 695 MM X 4000 MT 18 MIC,PLASTIFICACION,10,5301440, 67 ,
112024,2025,Mayo,5,ROLLO BOPP MATE 200 MM X 4000 MT 18 MIC,PLASTIFICACION,9,1618900, 2 ,
112010,2025,Mayo,5,ROLLO BOPP MATE 250 MM X 4000 MT 18 MIC,PLASTIFICACION,17,4120655, 46 ,
112011,2025,Mayo,5,ROLLO BOPP MATE 300 MM X 4000 MT 18 MIC,PLASTIFICACION,28,7686127, 139 ,
112012,2025,Mayo,5,ROLLO BOPP MATE 330 MM X 200 MT 23 MIC,PLASTIFICACION,18,1015000, 136 ,
112021,2025,Mayo,5,ROLLO BOPP MATE 330 MM X 4000 MT 18 MIC,PLASTIFICACION,1,295515, 373 ,
112013,2025,Mayo,5,ROLLO BOPP MATE 330 MM X 500 MT 22 MIC,PLASTIFICACION,0,0, 6 ,
112015,2025,Mayo,5,ROLLO BOPP MATE 345 MM X 4000 MT 18 MIC,PLASTIFICACION,17,5946193, 152 ,
112025,2025,Mayo,5,ROLLO BOPP MATE 400 MM X 4000 MT 18 MIC,PLASTIFICACION,12,4701730, 6 ,
112016,2025,Mayo,5,ROLLO BOPP MATE 445 MM X 4000 MT 18 MIC,PLASTIFICACION,1,451050, 28 ,
112017,2025,Mayo,5,ROLLO BOPP MATE 495 MM X 4000 MT 18 MIC,PLASTIFICACION,48,24661735, 29 ,
112018,2025,Mayo,5,ROLLO BOPP MATE 595 MM X 4000 MT 18 MIC,ANILLO DOBLE O,12,5442410, 8 ,
112019,2025,Mayo,5,ROLLO BOPP MATE 695 MM X 4000 MT 18 MIC,ANILLO DOBLE O,15,7980005, 2 ,
112020,2025,Mayo,5,ROLLO HOLOGRAFICO 495 MM X 1500 MT 24 MIC,ANILLO DOBLE O,2,915965, 1 ,
112022,2025,Mayo,5,ROLLO METALIZADO DORADO 495 MM X 1000 MT 22 MIC,ANILLO DOBLE O,1,481400, 181 ,
112023,2025,Mayo,5,ROLLO METALIZADO PLATA 495 MM X 1000 MT 22 MIC,ANILLO DOBLE O,2,608400, 89 ,
112027,2025,Mayo,5,ROLLO PIEL DURAZNO 495 MM X 200 MT 28 MIC,ANILLO DOBLE O,6,982328, 93 ,
112005,2025,Mayo,5,ROLLO SUPERBONDING BRILLANTE 330 MM X 500 MT 30 MIC,ANILLO DOBLE O,2,403362, 39 ,
112014,2025,Mayo,5,ROLLO SUPERBONDING MATE 330 MM X 500 MT 30 MIC,ANILLO DOBLE O,0,0, 39 ,
122041,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 BLANCO,ANILLO DOBLE O,17,7097000, 13 ,
122042,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 NEGRO,ANILLO DOBLE O,5,2165000, 71 ,
122043,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 PLATA,ANILLO DOBLE O,0,0, 56 ,
122044,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 BLANCO,ANILLO DOBLE O,1,406000, -   ,
122045,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 NEGRO,ANILLO DOBLE O,0,0, 8 ,
122046,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 PLATA,ANILLO DOBLE O,0,0, 5 ,
122047,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BLANCO,ANILLO DOBLE O,16,6400000, 116 ,
122048,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BRONCE,ANILLO DOBLE O,0,0, 31 ,
122049,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 NEGRO,ANILLO DOBLE O,5,1880000, 125 ,
122050,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 PLATA,ANILLO DOBLE O,4,1715800, 21 ,
122051,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BLANCO,ANILLO DOBLE O,10,4455000, -   ,
122052,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BRONCE,ANILLO DOBLE O,0,0, 27 ,
122053,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 NEGRO,ANILLO DOBLE O,2,855000, 33 ,
122054,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 PLATA,ANILLO DOBLE O,1,518000, 39 ,
122055,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BLANCO,ANILLO DOBLE O,2,870000, 21 ,
122056,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BRONCE,ANILLO DOBLE O,0,0, 29 ,
122057,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 NEGRO,ANILLO DOBLE O,2,870000, 5 ,
122058,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 PLATA,ANILLO DOBLE O,1,500000, 29 ,
122059,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 BLANCO,ANILLO DOBLE O,7,2639000, 52 ,
122077,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 BRONCE,ANILLO DOBLE O,0,0, 17 ,
122060,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 NEGRO,ANILLO DOBLE O,2,716300, 50 ,
122061,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 PLATA,ANILLO DOBLE O,1,434000, 33 ,
122062,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 BLANCO,ANILLO DOBLE O,0,0, 77 ,
122063,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 NEGRO,ANILLO DOBLE O,0,0, 49 ,
122064,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 PLATA,ANILLO DOBLE O,0,0, 60 ,
122065,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 BLANCO,ANILLO DOBLE O,0,0, 79 ,
122066,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 NEGRO,ANILLO DOBLE O,0,0, 37 ,
122067,2025,Mayo,5,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 PLATA,ANILLO DOBLE O,0,0," 2,051 ",
131008,2025,Mayo,5,VARILLA MEDIA LUNA  10 CM X 100 BLANCO,ANILLO DOBLE O,0,0, 824 ,
131007,2025,Mayo,5,VARILLA MEDIA LUNA  10 CM X 100 NEGRO,ANILLO DOBLE O,0,0, 564 ,
131010,2025,Mayo,5,VARILLA MEDIA LUNA  15 CM X 100 BLANCO,ANILLO DOBLE O,0,0, 390 ,
131009,2025,Mayo,5,VARILLA MEDIA LUNA  15 CM X 100 NEGRO,ANILLO DOBLE O,0,0, -   ,
131033,2025,Mayo,5,VARILLA MEDIA LUNA  20 CM X 100 BLANCO,ANILLO DOBLE O,0,0, 304 ,
131034,2025,Mayo,5,VARILLA MEDIA LUNA  20 CM X 100 NEGRO,ANILLO DOBLE O,2,42000, 34 ,
131018,2025,Mayo,5,YOYO ORIGINAL CAJA X 50 AZUL,VARIOS,3,195750, 934 ,
131019,2025,Mayo,5,YOYO ORIGINAL CAJA X 50 BLANCO,VARIOS,10,652500," 1,244 ",
131020,2025,Mayo,5,YOYO ORIGINAL CAJA X 50 NEGRO,VARIOS,1,65250, 873 ,
131021,2025,Mayo,5,YOYO ORIGINAL CAJA X 50 ROJO,VARIOS,0,0, 3 ,
131022,2025,Mayo,5,YOYO ORIGINAL CAJA X 50 VERDE,VARIOS,4,261000, 199 ,
131012,2025,Junio,6,ACETATOS CARTA PAQ X 50,VARIOS,34,340000, -   ,
113001,2025,Junio,6,BOLSILLO CARNET 60 X 90 MM 175 MIC CAJA X 100,LAMINACION,0,0," 2,837 ",
113005,2025,Junio,6,BOLSILLO CARTA 225MM X 288MM 125 MIC CAJA X 100,LAMINACION,1663,48422000," 6,503 ",
113006,2025,Junio,6,BOLSILLO CARTA 225MM X 288MM 175 MIC CAJA X 100,LAMINACION,33,1581000," 1,196 ",
113007,2025,Junio,6,BOLSILLO CARTA 225MM X 288MM 250 MIC CAJA X 50,LAMINACION,92,3526000," 2,180 ",
113002,2025,Junio,6,BOLSILLO CEDULA 70 X 100 MM 175 MIC CAJA X 100,LAMINACION,1476,7892625," 8,840 ",
113008,2025,Junio,6,BOLSILLO OFICIO 225MM X 337MM 125 MIC CAJA X 100,LAMINACION,860,29283500," 2,248 ",
113003,2025,Junio,6,BOLSILLO TARJETA PROPIEDAD 80 X 110 MM 175 MIC CAJA X 100,LAMINACION,265,1921675, -   ,
121009,2025,Junio,6,CARATULA CARTA GRAIN PAQ X 50 AZUL,CARATULA,0,0," 5,455 ",
121010,2025,Junio,6,CARATULA CARTA GRAIN PAQ X 50 NEGRO,CARATULA,80,1000000," 2,890 ",
121034,2025,Junio,6,CARATULA CARTA STRIPE PAQ X 50 AMARILLO,CARATULA,2,25500, 2 ,
121017,2025,Junio,6,CARATULA CARTA STRIPE PAQ X 50 AZUL T-1,CARATULA,7,91000," 1,053 ",
121018,2025,Junio,6,CARATULA CARTA STRIPE PAQ X 50 AZUL T-2,CARATULA,13,162500, 339 ,
121019,2025,Junio,6,CARATULA CARTA STRIPE PAQ X 50 HUMO,CARATULA,12,145500," 2,349 ",
121020,2025,Junio,6,CARATULA CARTA STRIPE PAQ X 50 LILA,CARATULA,3,38000," 1,391 ",
121021,2025,Junio,6,CARATULA CARTA STRIPE PAQ X 50 NARANJA,CARATULA,12,145500, 540 ,
121022,2025,Junio,6,CARATULA CARTA STRIPE PAQ X 50 ROJO,CARATULA,2,25000," 1,454 ",
121023,2025,Junio,6,CARATULA CARTA STRIPE PAQ X 50 TRANSPARENTE,CARATULA,229,2809500," 1,410 ",
121024,2025,Junio,6,CARATULA CARTA STRIPE PAQ X 50 VERDE T-1,CARATULA,6,73000," 10,454 ",
121025,2025,Junio,6,CARATULA CARTA STRIPE PAQ X 50 VERDE T-2,CARATULA,19,235000, 77 ,
121032,2025,Junio,6,CARATULA LEGAL STRIPE PAQ X 50 TRANSPARENTE,CARATULA,6,409500," 2,867 ",
121026,2025,Junio,6,CARATULA OFICIO GRAIN AZUL PAQ X 50,CARATULA,0,0, 752 ,
121030,2025,Junio,6,CARATULA OFICIO STRIPE PAQ X 50 TRANSPARENTE,CARATULA,85,1148000, -   ,
121031,2025,Junio,6,CARATULA OFICIO STRIPE PAQ X 50 VERDE T-2,CARATULA,0,0," 2,050 ",
122009,2025,Junio,6,CARRETE  2.1   16 MM X 10500 LOOPS BLANCO,ANILLO DOBLE O,3,840000, -   ,
122012,2025,Junio,6,CARRETE  2.1   16 MM X 10500 LOOPS BRONCE,ANILLO DOBLE O,0,0, 32 ,
122010,2025,Junio,6,CARRETE  2.1   16 MM X 10500 LOOPS NEGRO,ANILLO DOBLE O,1,280000, 20 ,
122011,2025,Junio,6,CARRETE  2.1   16 MM X 10500 LOOPS PLATA,ANILLO DOBLE O,0,0, 19 ,
122013,2025,Junio,6,CARRETE  2.1   19 MM X 7000 LOOPS BLANCO,ANILLO DOBLE O,2,500000, 30 ,
122016,2025,Junio,6,CARRETE  2.1   19 MM X 7000 LOOPS BRONCE,ANILLO DOBLE O,3,936000, 10 ,
122014,2025,Junio,6,CARRETE  2.1   19 MM X 7000 LOOPS NEGRO,ANILLO DOBLE O,7,1702000, 20 ,
122015,2025,Junio,6,CARRETE  2.1   19 MM X 7000 LOOPS PLATA,ANILLO DOBLE O,3,916000, 20 ,
122017,2025,Junio,6,CARRETE  3.1    8 MM X 60000 LOOPS BLANCO,ANILLO DOBLE O,0,0, 82 ,
122018,2025,Junio,6,CARRETE  3.1    8 MM X 60000 LOOPS NEGRO,ANILLO DOBLE O,0,0, 34 ,
122019,2025,Junio,6,CARRETE  3.1    8 MM X 60000 LOOPS PLATA,ANILLO DOBLE O,0,0, 1 ,
122020,2025,Junio,6,CARRETE  3.1    9 MM X 43000 LOOPS BLANCO,ANILLO DOBLE O,5,1775000, 62 ,
122021,2025,Junio,6,CARRETE  3.1    9 MM X 43000 LOOPS BRONCE,ANILLO DOBLE O,0,0, 25 ,
122022,2025,Junio,6,CARRETE  3.1    9 MM X 43000 LOOPS NEGRO,ANILLO DOBLE O,0,0, 64 ,
122023,2025,Junio,6,CARRETE  3.1    9 MM X 43000 LOOPS PLATA,ANILLO DOBLE O,1,406000, 35 ,
122024,2025,Junio,6,CARRETE  3.1   11 MM X 32000 LOOPS BLANCO,ANILLO DOBLE O,0,0, 41 ,
122025,2025,Junio,6,CARRETE  3.1   11 MM X 32000 LOOPS NEGRO,ANILLO DOBLE O,3,990900, 54 ,
122026,2025,Junio,6,CARRETE  3.1   12 MM X 24000 LOOPS BLANCO,ANILLO DOBLE O,2,595000, 49 ,
122027,2025,Junio,6,CARRETE  3.1   12 MM X 24000 LOOPS NEGRO,ANILLO DOBLE O,2,595000, 56 ,
122028,2025,Junio,6,CARRETE  3.1   12 MM X 24000 LOOPS PLATA,ANILLO DOBLE O,1,366000, 23 ,
122029,2025,Junio,6,CARRETE  3.1   14 MM X 19300 LOOPS BLANCO,ANILLO DOBLE O,1,321000, 33 ,
122030,2025,Junio,6,CARRETE  3.1   14 MM X 19300 LOOPS NEGRO,ANILLO DOBLE O,0,0, 21 ,
122031,2025,Junio,6,CARRETE  3.1   14 MM X 19300 LOOPS PLATA,ANILLO DOBLE O,0,0, 23 ,
122081,2025,Junio,6,DOBLE O CARTA 2.1    8 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 516 ,
122082,2025,Junio,6,DOBLE O CARTA 2.1    8 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,4,92000, 139 ,
122083,2025,Junio,6,DOBLE O CARTA 2.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,1,25000, 319 ,
122084,2025,Junio,6,DOBLE O CARTA 2.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,5,125000, 192 ,
122085,2025,Junio,6,DOBLE O CARTA 2.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 197 ,
122086,2025,Junio,6,DOBLE O CARTA 2.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,40,1156000, 99 ,
122087,2025,Junio,6,DOBLE O CARTA 2.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 210 ,
122088,2025,Junio,6,DOBLE O CARTA 2.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,20,731000, 58 ,
122089,2025,Junio,6,DOBLE O CARTA 2.1   16 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,26,637000, 163 ,
122090,2025,Junio,6,DOBLE O CARTA 2.1   16 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,63,1443000, 127 ,
122091,2025,Junio,6,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,13,455000, 294 ,
122112,2025,Junio,6,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BRONCE,ANILLO DOBLE O,3,105000, 55 ,
122092,2025,Junio,6,DOBLE O CARTA 2.1   19 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,23,700000, 136 ,
122093,2025,Junio,6,DOBLE O CARTA 2.1   22 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,1,43000, 183 ,
122094,2025,Junio,6,DOBLE O CARTA 2.1   22 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,2,86000, 136 ,
122095,2025,Junio,6,DOBLE O CARTA 2.1   25 MM  CAJA X 50 BLANCO,ANILLO DOBLE O,0,0, 226 ,
122096,2025,Junio,6,DOBLE O CARTA 2.1   25 MM  CAJA X 50 NEGRO,ANILLO DOBLE O,2,100000, 224 ,
122097,2025,Junio,6,DOBLE O CARTA 2.1   28 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,0,0, 349 ,
122098,2025,Junio,6,DOBLE O CARTA 2.1   28 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,1,55000, 297 ,
122099,2025,Junio,6,DOBLE O CARTA 2.1   32 MM  CAJA X 30 BLANCO,ANILLO DOBLE O,0,0, 403 ,
122100,2025,Junio,6,DOBLE O CARTA 2.1   32 MM  CAJA X 30 NEGRO,ANILLO DOBLE O,0,0, 133 ,
122101,2025,Junio,6,DOBLE O CARTA 3.1    8 MM   CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 618 ,
122102,2025,Junio,6,DOBLE O CARTA 3.1    8 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,0,0, 389 ,
122103,2025,Junio,6,DOBLE O CARTA 3.1    9 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 423 ,
122104,2025,Junio,6,DOBLE O CARTA 3.1    9 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,30,650000, 185 ,
122105,2025,Junio,6,DOBLE O CARTA 3.1   11 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 358 ,
122106,2025,Junio,6,DOBLE O CARTA 3.1   11 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,24,630000, 119 ,
122108,2025,Junio,6,DOBLE O CARTA 3.1   12 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 666 ,
122107,2025,Junio,6,DOBLE O CARTA 3.1   12 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,30,962000, 204 ,
122109,2025,Junio,6,DOBLE O CARTA 3.1   12 MM  CAJA X 100 PLATA,ANILLO DOBLE O,0,0, 154 ,
122110,2025,Junio,6,DOBLE O CARTA 3.1   14 MM  CAJA X 100 BLANCO,ANILLO DOBLE O,0,0, 325 ,
122111,2025,Junio,6,DOBLE O CARTA 3.1   14 MM  CAJA X 100 NEGRO,ANILLO DOBLE O,20,731000, 71 ,
112031,2025,Junio,6,FOIL S1 (101) 640 MM X 120 MT 12 MIC DORADO,LAMINACION,4,228000, -   ,
112032,2025,Junio,6,FOIL S1 (120) 640 MM X 120 MT 12 MIC PLATA,LAMINACION,0,0, 89 ,
112033,2025,Junio,6,FOIL S2 (101) 640 MM X 120 MT 12 MIC DORADO,LAMINACION,16,970200, 918 ,
112034,2025,Junio,6,FOIL S2 (120) 640 MM X 120 MT 12 MIC PLATA,LAMINACION,2,126000, 386 ,
112036,2025,Junio,6,FOIL S4 (S15) 640 MM X 120 MT 12 MIC PLATA HOLOGRAFICO,LAMINACION,1,80000, 162 ,
112035,2025,Junio,6,FOIL S4 (SA18) 640 MM X 120 MT 12 MIC DORADO HOLOGRAFICO,LAMINACION,1,80000, 96 ,
111001,2025,Junio,6,ROLLO 113 MM X 60 MTS 175 MICRAS,LAMINACION,24,652500, 98 ,
111002,2025,Junio,6,ROLLO 113 MM X 60 MTS 250 MICRAS,LAMINACION,6,234000, 106 ,
111003,2025,Junio,6,ROLLO 226 MM X 60 MTS 125 MICRAS,LAMINACION,290,10031700," 1,061 ",
111004,2025,Junio,6,ROLLO 226 MM X 60 MTS 175 MICRAS,LAMINACION,0,0, 74 ,
111005,2025,Junio,6,ROLLO 226 MM X 60 MTS 250 MICRAS,LAMINACION,14,1066500," 3,001 ",
111007,2025,Junio,6,ROLLO 300 MM X 60 MTS 125 MICRAS,LAMINACION,0,0, 317 ,
111008,2025,Junio,6,ROLLO 300 MM X 60 MTS 250 MICRAS,LAMINACION,10,1050000, 274 ,
111018,2025,Junio,6,ROLLO 350 MM X 60 MTS 250 MICRAS,LAMINACION,7,840000, 373 ,
111010,2025,Junio,6,ROLLO 375 MM X 60 MTS 125 MICRAS,LAMINACION,0,0, 246 ,
111013,2025,Junio,6,ROLLO 375 MM X 75 MTS 75 MICRAS MATTE,PLASTIFICACION,0,0, 159 ,
111015,2025,Junio,6,ROLLO 450 MM X 75 MTS 75 MICRAS MATTE,PLASTIFICACION,0,0, 399 ,
111019,2025,Junio,6,ROLLO 540 MM X 60 MTS 125 MICRAS,PLASTIFICACION,160,15380000, 114 ,
111020,2025,Junio,6,ROLLO 540 MM X 60 MTS 175 MICRAS,PLASTIFICACION,40,5440000, 252 ,
111016,2025,Junio,6,ROLLO 680 MM X 60 MTS 125 MICRAS BRILLANTE,PLASTIFICACION,4,485074, 252 ,
112001,2025,Junio,6,ROLLO BOPP BRILLANTE 250 MM X 4000 MT 18 MIC,PLASTIFICACION,10,2574310, 313 ,
112002,2025,Junio,6,ROLLO BOPP BRILLANTE 300 MM X 4000 MT 18 MIC,PLASTIFICACION,15,4669990, 12 ,
112003,2025,Junio,6,ROLLO BOPP BRILLANTE 330 MM X 200 MT 23 MIC,PLASTIFICACION,15,841000, 65 ,
112006,2025,Junio,6,ROLLO BOPP BRILLANTE 345 MM X 4000 MT 18 MIC,PLASTIFICACION,20,7197510, 259 ,
112026,2025,Junio,6,ROLLO BOPP BRILLANTE 400 MM X 4000 MT 18 MIC,PLASTIFICACION,8,3340010, 125 ,
112007,2025,Junio,6,ROLLO BOPP BRILLANTE 445 MM X 4000 MT 18 MIC,PLASTIFICACION,9,4121410, 68 ,
112008,2025,Junio,6,ROLLO BOPP BRILLANTE 495 MM X 4000 MT 18 MIC,PLASTIFICACION,34,17442420, 9 ,
112028,2025,Junio,6,ROLLO BOPP BRILLANTE 595 MM X 4000 MT 18 MIC,PLASTIFICACION,3,1339800, 3 ,
112009,2025,Junio,6,ROLLO BOPP BRILLANTE 695 MM X 4000 MT 18 MIC,PLASTIFICACION,5,2692620, 64 ,
112024,2025,Junio,6,ROLLO BOPP MATE 200 MM X 4000 MT 18 MIC,PLASTIFICACION,7,1879050, 2 ,
112010,2025,Junio,6,ROLLO BOPP MATE 250 MM X 4000 MT 18 MIC,PLASTIFICACION,16,3999910, 43 ,
112011,2025,Junio,6,ROLLO BOPP MATE 300 MM X 4000 MT 18 MIC,PLASTIFICACION,12,3591691, 121 ,
112012,2025,Junio,6,ROLLO BOPP MATE 330 MM X 200 MT 23 MIC,PLASTIFICACION,0,0, 125 ,
112021,2025,Junio,6,ROLLO BOPP MATE 330 MM X 4000 MT 18 MIC,PLASTIFICACION,0,0, 325 ,
112013,2025,Junio,6,ROLLO BOPP MATE 330 MM X 500 MT 22 MIC,PLASTIFICACION,4,575000, 6 ,
112015,2025,Junio,6,ROLLO BOPP MATE 345 MM X 4000 MT 18 MIC,PLASTIFICACION,39,13249793, 147 ,
112025,2025,Junio,6,ROLLO BOPP MATE 400 MM X 4000 MT 18 MIC,PLASTIFICACION,2,799095, 2 ,
112016,2025,Junio,6,ROLLO BOPP MATE 445 MM X 4000 MT 18 MIC,PLASTIFICACION,29,13030194, 27 ,
